,attn_to_target,crit,distractor,entropy,grammaticality,id,interference,sentence,subject,surprisal,verb
0,0.38357725739479065,were,pl,1.8613611911030206,ungram,1.0,int,The slogan on the posters were designed to get attention,sing,7.391390800476074,pl
1,0.6221439838409424,was,pl,1.1124683634951797,gram,1.0,unint,The slogan on the posters was designed to get attention,sing,3.1441402435302734,sing
2,0.48135173320770264,were,sing,1.6914180027291472,ungram,1.0,unint,The slogan on the poster were designed to get attention,sing,11.37163257598877,pl
3,0.6721990704536438,was,sing,1.17669297887076,gram,1.0,int,The slogan on the poster was designed to get attention,sing,3.3633835315704346,sing
4,0.536112368106842,were,pl,1.9865859174984881,ungram,2.0,int,The picture on the fliers were of a village church in the south of France.,sing,7.804189205169678,pl
5,0.9389935731887817,was,pl,0.44060536026011876,gram,2.0,unint,The picture on the fliers was of a village church in the south of France.,sing,3.6087043285369873,sing
6,0.677904486656189,were,sing,1.670589980727905,ungram,2.0,unint,The picture on the flier were of a village church in the south of France.,sing,11.068314552307129,pl
7,0.8801432251930237,was,sing,0.7807855193346543,gram,2.0,int,The picture on the flier was of a village church in the south of France.,sing,3.680567741394043,sing
8,0.507370114326477,were,pl,1.9260773386487724,ungram,3.0,int,The mistake in the programs were disastrous for the small software company.,sing,7.284150123596191,pl
9,0.827775776386261,was,pl,0.8350411518176524,gram,3.0,unint,The mistake in the programs was disastrous for the small software company.,sing,2.6464195251464844,sing
10,0.6199923157691956,were,sing,1.563523139347046,ungram,3.0,unint,The mistake in the program were disastrous for the small software company.,sing,10.696142196655273,pl
11,0.843490719795227,was,sing,0.827403352394688,gram,3.0,int,The mistake in the program was disastrous for the small software company.,sing,1.8176661729812622,sing
12,0.21494033932685852,were,pl,1.4369548635722826,ungram,4.0,int,The label on the containers were a warning about the hazardous chemicals inside.,sing,6.568609714508057,pl
13,0.5004457831382751,was,pl,1.1624476110997854,gram,4.0,unint,The label on the containers was a warning about the hazardous chemicals inside.,sing,3.4510293006896973,sing
14,0.2447543889284134,were,sing,1.415544443973494,ungram,4.0,unint,The label on the container were a warning about the hazardous chemicals inside.,sing,12.676955223083496,pl
15,0.46810969710350037,was,sing,1.2489595461453609,gram,4.0,int,The label on the container was a warning about the hazardous chemicals inside.,sing,4.16221284866333,sing
16,0.20301435887813568,were,pl,2.218660564571087,ungram,5.0,int,The problem in the stores were solved by firing the custodian.,sing,8.40957260131836,pl
17,0.6782184839248657,was,pl,1.3419815868701381,gram,5.0,unint,The problem in the stores was solved by firing the custodian.,sing,3.750058889389038,sing
18,0.32620468735694885,were,sing,2.0229327374206676,ungram,5.0,unint,The problem in the store were solved by firing the custodian.,sing,9.638589859008789,pl
19,0.6764516830444336,was,sing,1.420382748402979,gram,5.0,int,The problem in the store was solved by firing the custodian.,sing,3.448392152786255,sing
20,0.2593989968299866,were,pl,2.1014852185908537,ungram,6.0,int,The name on the billboards were of a prominent local businessman.,sing,8.592059135437012,pl
21,0.6064223647117615,was,pl,1.2927134399248659,gram,6.0,unint,The name on the billboards was of a prominent local businessman.,sing,3.2830405235290527,sing
22,0.3291833698749542,were,sing,1.9933606205726075,ungram,6.0,unint,The name on the billboard were of a prominent local businessman.,sing,11.929694175720215,pl
23,0.4660811126232147,was,sing,1.6529723856162284,gram,6.0,int,The name on the billboard was of a prominent local businessman.,sing,3.2134592533111572,sing
24,0.5096196532249451,were,pl,1.8007266204927077,ungram,7.0,int,The crime in the suburbs were a reflection of the violence in today's society.,sing,9.364444732666016,pl
